"year","age","status","education","jobclass","insurance","wage"
2006,41,"married","2.highschool","industrial","yes",82.6796372966372
2004,58,"married","3.bachelor","industrial","yes",148.413159102577
2003,41,"married","3.bachelor","industrial","yes",148.413159102577
2007,34,"never married","3.bachelor","IT","yes",96.9340904570115
2004,43,"married","4.master","IT","yes",154.68529299563
2003,23,"never married","1.primary","IT","no",87.9810327856054
2003,40,"never married","5.phd","industrial","yes",102.870246933215
2007,46,"married","5.phd","IT","yes",281.745970551857
2004,35,"married","4.master","industrial","no",106.921814091211
2007,42,"never married","5.phd","IT","yes",148.414448195605
2009,47,"separated","2.highschool","industrial","no",111.720849360989
2007,45,"married","2.highschool","industrial","yes",148.413159102577
2008,34,"never married","4.master","IT","yes",108.874525834712
2004,57,"married","2.highschool","industrial","yes",104.921506533664
2005,32,"never married","3.bachelor","IT","yes",86.1737867271136
2009,55,"divorced","2.highschool","IT","yes",102.870246933215
2008,22,"never married","4.master","IT","no",76.2832778539642
2005,51,"married","2.highschool","IT","yes",124.720446242886
2006,26,"never married","2.highschool","industrial","no",66.9616443217359
2004,27,"never married","4.master","IT","no",54.5981500331442
2004,34,"married","4.master","IT","yes",166.324941233877
2007,48,"married","2.highschool","IT","yes",91.7016396744449
2008,23,"married","2.highschool","industrial","no",78.3465619952666
2003,41,"married","2.highschool","industrial","yes",111.720849360989
2009,49,"divorced","5.phd","IT","yes",151.591484239814
2005,47,"married","5.phd","IT","yes",120.589436530402
2005,35,"divorced","4.master","industrial","yes",117.146816914805
2007,50,"married","2.highschool","industrial","yes",81.9853178344996
2006,55,"married","2.highschool","industrial","yes",137.590142766506
2009,69,"married","2.highschool","industrial","yes",40.4056652596845
2004,45,"married","2.highschool","industrial","yes",154.68529299563
2005,40,"married","3.bachelor","industrial","yes",154.68529299563
2005,47,"never married","4.master","IT","yes",143.325318108778
2008,22,"never married","3.bachelor","industrial","yes",78.3924668009837
2003,42,"divorced","2.highschool","industrial","no",85.3839403789827
2008,47,"married","4.master","IT","yes",159.474176661105
2005,48,"married","2.highschool","industrial","no",66.2294082943902
2009,28,"never married","2.highschool","industrial","no",111.720849360989
2005,49,"never married","3.bachelor","industrial","yes",90.7270793135127
2009,51,"divorced","2.highschool","industrial","yes",128.680488220624
2003,58,"married","5.phd","industrial","yes",148.413159102577
2005,32,"never married","3.bachelor","IT","yes",114.475713290347
2009,55,"married","2.highschool","industrial","yes",87.9810327856054
2007,49,"married","2.highschool","IT","yes",94.0727147457005
2004,46,"married","2.highschool","industrial","no",87.9810327856054
2003,44,"married","5.phd","IT","yes",182.020620963513
2003,25,"married","3.bachelor","industrial","yes",87.9810327856054
2004,73,"divorced","1.primary","industrial","yes",92.8958447894966
2004,18,"never married","2.highschool","industrial","yes",72.1504556815713
2005,52,"married","1.primary","IT","yes",122.263673892802
2008,28,"married","2.highschool","industrial","no",72.1504556815713
2004,51,"married","2.highschool","industrial","no",82.6796372966372
2009,44,"married","4.master","IT","yes",176.989650489877
2008,44,"married","3.bachelor","IT","yes",141.77517233318
2003,29,"married","2.highschool","industrial","yes",95.2307125669819
2006,48,"married","4.master","IT","no",141.77517233318
2006,62,"married","2.highschool","IT","yes",101.82435207568
2004,40,"married","5.phd","IT","yes",131.737801155001
2003,24,"never married","3.bachelor","industrial","no",66.3251949430473
2003,48,"married","4.master","industrial","yes",118.884359339886
2008,54,"married","5.phd","IT","yes",163.515863976238
2003,69,"married","1.primary","IT","yes",114.475713290347
2006,48,"married","2.highschool","industrial","no",123.089699847943
2003,73,"married","1.primary","industrial","no",40.1943705168112
2009,30,"married","3.bachelor","IT","no",70.5134157015506
2003,41,"never married","3.bachelor","IT","no",73.7757432746946
2009,48,"married","1.primary","IT","no",100.879460918798
2004,63,"married","4.master","IT","yes",84.0459576539924
2003,29,"married","3.bachelor","IT","no",85.3839403789827
2004,40,"married","3.bachelor","industrial","yes",141.77517233318
2007,52,"married","3.bachelor","IT","yes",91.0932184689733
2008,54,"separated","2.highschool","industrial","yes",114.475713290347
2009,33,"married","4.master","industrial","yes",267.901086855275
2004,42,"married","4.master","IT","yes",160.642475408263
2007,31,"married","2.highschool","industrial","yes",94.0727147457005
2006,46,"married","3.bachelor","IT","yes",139.675870162748
2008,44,"married","4.master","industrial","yes",125.12381572196
2009,45,"separated","2.highschool","industrial","no",113.567089569751
2003,40,"married","2.highschool","industrial","no",182.020620963513
2005,31,"never married","2.highschool","industrial","yes",102.870246933215
2006,19,"never married","2.highschool","industrial","no",76.8936025176112
2003,43,"married","2.highschool","industrial","yes",109.833985642199
2007,56,"married","4.master","IT","yes",142.457169885112
2006,55,"married","3.bachelor","industrial","yes",101.82435207568
2006,59,"married","5.phd","IT","yes",118.884359339886
2009,49,"divorced","1.primary","IT","yes",102.870246933215
2009,42,"married","4.master","industrial","yes",128.680488220624
2008,27,"never married","2.highschool","industrial","no",61.1875264339915
2003,34,"never married","2.highschool","industrial","no",81.2860772898212
2008,47,"married","4.master","IT","yes",276.778413321176
2003,35,"married","5.phd","IT","yes",268.266292012557
2004,33,"married","3.bachelor","IT","yes",104.921506533664
2003,35,"married","2.highschool","industrial","yes",144.47808766541
2004,40,"married","3.bachelor","IT","yes",118.884359339886
2004,53,"married","4.master","IT","no",94.0727147457005
2007,47,"married","4.master","IT","yes",73.7757432746946
2006,45,"never married","5.phd","IT","yes",196.125272594255
2009,34,"married","4.master","industrial","yes",169.073540049428
2006,25,"married","1.primary","industrial","yes",69.6190369046763
2006,56,"married","4.master","IT","no",124.720446242886
2005,54,"married","3.bachelor","IT","yes",115.51808515372
2003,41,"married","1.primary","industrial","yes",89.2428846644714
2008,46,"married","5.phd","IT","yes",276.778413321176
2004,44,"married","5.phd","industrial","yes",170.6951277113
2004,44,"divorced","4.master","IT","yes",99.6894636984864
2005,46,"married","5.phd","IT","yes",148.413159102577
2009,38,"married","4.master","IT","yes",114.475713290347
2008,36,"married","2.highschool","industrial","no",128.680488220624
2009,27,"never married","4.master","IT","yes",99.6894636984864
2008,33,"married","2.highschool","industrial","no",128.680488220624
2006,56,"married","2.highschool","industrial","yes",140.398200161944
2005,52,"married","2.highschool","IT","yes",111.720849360989
2008,33,"never married","5.phd","IT","yes",125.525498433836
2008,32,"married","4.master","industrial","no",94.0727147457005
2008,39,"divorced","4.master","industrial","yes",118.884359339886
2005,22,"never married","2.highschool","industrial","no",72.1504556815713
2009,53,"married","4.master","industrial","no",104.921506533664
2006,36,"married","4.master","industrial","yes",277.79948020565
2005,37,"married","1.primary","industrial","no",73.7757432746946
2008,40,"married","2.highschool","IT","yes",130.982177377461
2005,51,"married","2.highschool","industrial","yes",78.214575693165
2008,40,"married","2.highschool","IT","yes",90.4819133566401
2006,56,"married","5.phd","IT","yes",117.146816914805
2009,50,"married","2.highschool","industrial","yes",99.6894636984864
2009,49,"married","2.highschool","industrial","yes",166.324941233877
2007,32,"married","1.primary","IT","no",81.2832532842527
2004,21,"never married","2.highschool","IT","yes",84.0459576539924
2004,48,"married","4.master","IT","yes",114.475713290347
2007,48,"married","3.bachelor","industrial","yes",73.7757432746946
2004,32,"married","3.bachelor","industrial","yes",115.106201691293
2003,30,"never married","3.bachelor","industrial","yes",53.0275511164817
2006,30,"married","3.bachelor","industrial","no",118.884359339886
2003,33,"married","1.primary","IT","no",79.8549003093467
2005,56,"married","5.phd","industrial","no",56.4538649754188
2004,46,"divorced","3.bachelor","IT","yes",90.4819133566401
2003,49,"married","3.bachelor","industrial","yes",104.921506533664
2008,24,"never married","2.highschool","industrial","no",87.9810327856054
2009,48,"never married","3.bachelor","IT","yes",147.116689159978
2006,37,"divorced","4.master","industrial","no",109.833985642199
2007,53,"married","3.bachelor","industrial","yes",118.884359339886
2004,56,"married","5.phd","IT","yes",141.77517233318
2008,34,"married","3.bachelor","IT","no",108.874525834712
2004,56,"married","3.bachelor","industrial","yes",104.921506533664
2006,48,"married","2.highschool","industrial","yes",109.833985642199
2006,47,"married","2.highschool","industrial","no",27.1405792079024
2003,52,"married","3.bachelor","IT","yes",70.4760196469445
2009,40,"married","3.bachelor","industrial","yes",166.879383279962
2008,25,"married","2.highschool","IT","yes",127.115743812184
2009,35,"married","4.master","industrial","yes",117.146816914805
2006,40,"never married","3.bachelor","IT","yes",103.90247060316
2009,22,"never married","2.highschool","industrial","no",34.6074177301288
2003,50,"divorced","3.bachelor","IT","yes",100.013486924706
2008,48,"separated","1.primary","industrial","no",64.8689691939769
2007,40,"never married","5.phd","industrial","yes",109.833985642199
2003,45,"married","3.bachelor","IT","yes",127.115743812184
2004,30,"married","4.master","IT","yes",114.475713290347
2003,46,"married","4.master","industrial","yes",117.146816914805
2008,34,"married","2.highschool","industrial","yes",134.705375118879
2007,32,"married","1.primary","industrial","no",65.1108537153447
2004,53,"married","4.master","industrial","yes",143.134940811134
2008,32,"never married","3.bachelor","industrial","no",76.8936025176112
2004,39,"married","4.master","industrial","no",99.6894636984864
2007,51,"married","4.master","IT","yes",94.0727147457005
2004,40,"married","2.highschool","IT","yes",75.3556793180091
2009,66,"married","4.master","IT","yes",127.115743812184
2006,40,"married","4.master","industrial","yes",166.324941233877
2009,52,"married","5.phd","IT","no",133.232350826567
2007,36,"married","3.bachelor","IT","yes",125.525498433836
2007,32,"never married","2.highschool","industrial","yes",89.4924795180001
2008,45,"married","2.highschool","IT","no",84.0459576539924
2006,37,"married","2.highschool","IT","yes",169.073540049428
2004,47,"married","5.phd","IT","yes",160.642475408263
2008,49,"married","2.highschool","industrial","yes",144.170606488233
2003,53,"married","1.primary","IT","no",73.7757432746946
2007,66,"divorced","2.highschool","IT","yes",70.4760196469445
2006,33,"married","1.primary","IT","no",73.7757432746946
2004,58,"divorced","2.highschool","industrial","no",94.0727147457005
2008,41,"married","5.phd","industrial","no",83.1913242935054
2009,54,"married","3.bachelor","IT","yes",134.705375118879
2009,26,"never married","2.highschool","industrial","no",86.6951548289402
2008,24,"never married","2.highschool","industrial","no",70.4760196469445
2007,62,"married","4.master","IT","no",130.982177377461
2005,63,"married","2.highschool","IT","yes",136.303997562054
2005,26,"never married","4.master","industrial","yes",114.022580378556
2004,45,"married","2.highschool","IT","yes",106.127582150788
2003,23,"married","2.highschool","industrial","no",87.9810327856054
2008,31,"married","4.master","industrial","no",116.265324062503
2003,44,"married","5.phd","IT","yes",143.134940811134
2003,43,"never married","1.primary","industrial","yes",54.5981500331442
2004,48,"married","2.highschool","industrial","no",48.185650217039
2008,48,"married","4.master","IT","yes",123.089699847943
2006,55,"married","5.phd","IT","no",117.584340323354
2004,45,"married","5.phd","IT","yes",272.294783220064
2008,48,"married","4.master","IT","yes",145.143601176911
2009,63,"married","2.highschool","industrial","yes",118.884359339886
2004,57,"married","2.highschool","IT","yes",97.4932940453934
2008,69,"married","5.phd","IT","yes",148.413159102577
2009,31,"never married","4.master","IT","yes",127.115743812184
2003,38,"married","4.master","IT","yes",268.266292012557
2005,43,"separated","4.master","IT","yes",109.833985642199
2003,19,"never married","2.highschool","industrial","no",51.9036962665682
2005,44,"married","4.master","IT","yes",114.475713290347
2007,31,"married","4.master","IT","no",134.705375118879
2004,49,"never married","1.primary","industrial","yes",87.9810327856054
2006,29,"married","3.bachelor","IT","yes",95.2307125669819
2008,26,"married","3.bachelor","IT","yes",76.8936025176112
2007,37,"married","5.phd","IT","yes",116.265324062503
2006,30,"never married","2.highschool","industrial","no",81.2832532842527
2009,35,"married","3.bachelor","industrial","yes",131.62180303309
2004,40,"married","2.highschool","industrial","yes",117.146816914805
2005,44,"divorced","5.phd","IT","yes",68.7480877337669
2004,65,"married","2.highschool","industrial","yes",125.525498433836
2007,54,"married","3.bachelor","industrial","yes",101.82435207568
2009,56,"married","3.bachelor","industrial","yes",140.398200161944
2008,48,"married","4.master","IT","yes",107.903923866877
2009,37,"divorced","3.bachelor","industrial","no",58.0147820121857
2005,30,"married","2.highschool","industrial","yes",99.6894636984864
2005,46,"married","5.phd","industrial","no",85.3839403789827
2009,37,"married","2.highschool","industrial","yes",131.737801155001
2005,58,"divorced","2.highschool","IT","no",81.2832532842527
2007,52,"married","3.bachelor","industrial","yes",86.6951548289402
2006,45,"married","3.bachelor","IT","yes",157.700527725737
2008,33,"married","2.highschool","industrial","no",65.11462387776
2004,51,"married","3.bachelor","industrial","no",90.4819133566401
2008,50,"married","1.primary","industrial","no",46.7632687977187
2006,42,"married","2.highschool","industrial","yes",85.3839403789827
2004,46,"never married","3.bachelor","industrial","yes",139.703071527658
2005,43,"married","5.phd","IT","yes",148.413159102577
2003,47,"married","3.bachelor","industrial","yes",81.2832532842527
2005,47,"married","5.phd","IT","no",118.884359339886
2004,44,"married","4.master","IT","no",71.1519565433031
2008,36,"married","2.highschool","industrial","no",65.1108537153447
2008,39,"married","2.highschool","industrial","no",65.1108537153447
2003,29,"married","4.master","IT","yes",125.525498433836
2005,40,"married","3.bachelor","IT","yes",123.089699847943
2007,20,"never married","3.bachelor","industrial","yes",70.8150386167557
2004,32,"married","5.phd","IT","yes",112.6488963421
2003,36,"married","3.bachelor","industrial","yes",86.6951548289402
2009,31,"never married","3.bachelor","industrial","yes",82.6796372966372
2005,28,"married","4.master","industrial","yes",130.982177377461
2005,41,"divorced","3.bachelor","IT","yes",117.146816914805
2004,54,"married","4.master","industrial","yes",176.989650489877
2004,42,"married","2.highschool","industrial","no",118.884359339886
2003,19,"never married","2.highschool","IT","yes",68.7480877337669
2009,59,"married","3.bachelor","IT","no",267.901086855275
2003,64,"never married","3.bachelor","IT","yes",99.6894636984864
2003,31,"married","3.bachelor","industrial","yes",92.6581301668597
2004,37,"never married","3.bachelor","IT","yes",109.833985642199
2004,30,"married","2.highschool","industrial","yes",87.9810327856054
2005,24,"never married","4.master","industrial","yes",118.884359339886
2006,26,"married","2.highschool","industrial","no",75.0431540173516
2004,44,"married","4.master","IT","yes",114.475713290347
2008,39,"married","5.phd","IT","yes",276.778413321176
2005,48,"married","5.phd","IT","yes",277.601417511009
2004,53,"never married","2.highschool","industrial","yes",80.5731997057359
2004,42,"married","5.phd","IT","yes",114.475713290347
2009,44,"married","5.phd","industrial","yes",166.324941233877
2003,25,"never married","4.master","IT","yes",85.3839403789827
2004,46,"married","2.highschool","industrial","yes",43.7351116779821
2003,52,"married","3.bachelor","IT","no",101.82435207568
2008,33,"married","3.bachelor","IT","yes",87.9810327856054
2007,30,"married","3.bachelor","IT","no",121.430313822622
2007,38,"never married","3.bachelor","industrial","yes",109.833985642199
2005,29,"never married","2.highschool","IT","yes",79.8549003093467
2008,57,"married","4.master","industrial","yes",127.115743812184
2003,50,"married","4.master","IT","yes",115.285516994187
2008,23,"never married","3.bachelor","industrial","no",98.6015397849967
2006,46,"divorced","3.bachelor","IT","yes",144.47808766541
2005,61,"married","4.master","industrial","yes",136.15771083723
2007,70,"married","1.primary","IT","no",100.764272842107
2009,59,"married","2.highschool","industrial","yes",76.8936025176112
2003,57,"married","2.highschool","industrial","yes",90.4819133566401
2003,25,"never married","2.highschool","industrial","no",86.6951548289402
2005,48,"married","3.bachelor","industrial","yes",123.908567597957
2009,52,"married","5.phd","IT","no",65.1108537153447
2009,44,"separated","4.master","IT","yes",131.737801155001
2004,40,"married","2.highschool","industrial","yes",66.9616443217359
2008,43,"married","4.master","IT","yes",196.125272594255
2005,51,"married","3.bachelor","industrial","yes",166.324941233877
2003,43,"married","1.primary","IT","no",65.1108537153447
2003,42,"married","2.highschool","industrial","yes",120.589436530402
2008,28,"married","2.highschool","industrial","no",101.82435207568
2003,54,"married","5.phd","IT","no",148.413159102577
2005,34,"married","5.phd","IT","yes",159.052027129346
2004,50,"married","4.master","IT","yes",109.833985642199
2005,36,"married","5.phd","IT","yes",140.051197616953
2005,36,"married","4.master","industrial","yes",132.352477709878
2005,71,"widowed","3.bachelor","industrial","yes",118.884359339886
2006,31,"never married","5.phd","IT","yes",97.4932940453934
2005,43,"married","5.phd","IT","yes",134.705375118879
2007,20,"never married","3.bachelor","industrial","no",72.1504556815713
2007,23,"never married","1.primary","industrial","yes",87.9810327856054
2007,42,"divorced","2.highschool","industrial","no",49.5553381215227
2005,41,"married","5.phd","IT","yes",149.055895589404
2009,27,"married","5.phd","IT","yes",122.263673892802
2008,29,"married","3.bachelor","industrial","no",101.82435207568
2008,41,"divorced","3.bachelor","industrial","yes",99.6894636984864
2003,41,"married","2.highschool","industrial","yes",104.921506533664
2003,22,"never married","3.bachelor","IT","no",81.2832532842527
2003,39,"married","2.highschool","industrial","yes",73.7757432746946
2008,50,"married","4.master","industrial","no",82.6796372966372
2006,49,"never married","4.master","industrial","yes",148.413159102577
2003,42,"married","3.bachelor","IT","yes",118.884359339886
2008,38,"married","2.highschool","IT","yes",129.453644576626
2004,55,"married","4.master","IT","no",134.705375118879
2005,47,"never married","2.highschool","industrial","no",79.8549003093467
2007,52,"married","1.primary","IT","no",68.1119940653271
2009,56,"divorced","4.master","industrial","no",40.4056652596845
2007,30,"married","3.bachelor","IT","no",131.737801155001
2005,56,"married","2.highschool","industrial","no",134.705375118879
2003,46,"married","2.highschool","industrial","yes",114.475713290347
2009,43,"married","1.primary","IT","no",126.323880709786
2003,35,"married","3.bachelor","industrial","yes",116.707154559148
2009,58,"married","2.highschool","industrial","yes",109.833985642199
2009,69,"married","2.highschool","industrial","yes",81.226746312023
2006,68,"divorced","2.highschool","IT","yes",87.9810327856054
2004,52,"married","3.bachelor","IT","yes",127.115743812184
2005,46,"never married","4.master","IT","yes",104.921506533664
2007,39,"never married","4.master","IT","yes",107.903923866877
2009,66,"married","4.master","industrial","no",109.833985642199
2005,30,"married","5.phd","industrial","yes",117.146816914805
2006,30,"divorced","3.bachelor","industrial","yes",107.903923866877
2005,43,"married","2.highschool","industrial","no",72.1504556815713
2008,49,"married","5.phd","industrial","yes",160.642475408263
2005,54,"married","5.phd","IT","yes",148.413159102577
2008,48,"divorced","5.phd","IT","yes",143.134940811134
2008,37,"separated","3.bachelor","IT","no",97.4932940453934
2007,46,"married","4.master","IT","yes",141.77517233318
2007,53,"married","2.highschool","industrial","no",148.413159102577
2009,31,"never married","4.master","industrial","yes",109.833985642199
2006,18,"never married","3.bachelor","IT","no",59.0970640815891
2003,49,"married","4.master","IT","yes",152.52821689856
2006,39,"married","2.highschool","industrial","no",81.2832532842527
2003,40,"married","2.highschool","IT","no",43.7351116779821
2008,37,"married","2.highschool","IT","yes",96.3706528322308
2006,24,"married","2.highschool","industrial","yes",101.82435207568
2007,35,"married","4.master","industrial","yes",130.982177377461
2007,27,"never married","2.highschool","industrial","no",82.6796372966372
2003,44,"never married","5.phd","IT","yes",130.982177377461
2008,46,"married","4.master","industrial","no",89.2428846644714
2005,40,"married","3.bachelor","IT","no",85.1185334226767
2007,39,"married","5.phd","IT","yes",166.324941233877
2008,42,"never married","1.primary","industrial","yes",100.764272842107
2003,37,"married","2.highschool","industrial","yes",99.6894636984864
2008,58,"married","3.bachelor","IT","yes",123.089699847943
2005,40,"married","5.phd","industrial","yes",163.515863976238
2003,27,"married","2.highschool","IT","yes",85.3839403789827
2003,31,"married","3.bachelor","IT","yes",75.3556793180091
2008,44,"married","2.highschool","industrial","no",65.1108537153447
2003,38,"divorced","2.highschool","industrial","yes",92.6581301668597
2004,34,"married","4.master","IT","no",137.590142766506
2005,41,"married","2.highschool","IT","yes",134.85152633512
2007,20,"never married","1.primary","industrial","no",72.4793162971252
2008,28,"never married","4.master","IT","yes",178.533050380204
2009,55,"married","4.master","IT","yes",98.5993438603892
2008,38,"married","4.master","IT","no",115.375038556391
2005,33,"never married","2.highschool","industrial","no",73.7757432746946
2009,43,"never married","2.highschool","industrial","yes",36.6737041960799
2006,50,"married","4.master","IT","yes",123.089699847943
2008,55,"married","4.master","IT","yes",87.9810327856054
2005,24,"never married","3.bachelor","IT","no",73.9357192871731
2008,41,"married","4.master","IT","yes",176.989650489877
2009,37,"divorced","4.master","IT","no",118.884359339886
2005,42,"married","3.bachelor","IT","yes",134.705375118879
2004,25,"never married","4.master","IT","yes",90.4819133566401
2005,45,"married","5.phd","IT","yes",148.413159102577
2009,40,"married","1.primary","industrial","yes",81.2832532842527
2004,43,"married","5.phd","IT","yes",130.982177377461
2006,50,"married","3.bachelor","industrial","yes",176.989650489877
2003,42,"never married","2.highschool","IT","yes",82.6796372966372
2003,38,"married","2.highschool","industrial","yes",131.737801155001
2006,44,"divorced","1.primary","industrial","yes",82.6796372966372
2007,19,"never married","3.bachelor","industrial","no",41.4412130349116
2004,44,"never married","3.bachelor","IT","yes",117.146816914805
2003,26,"never married","1.primary","industrial","yes",73.7757432746946
2005,54,"married","2.highschool","industrial","yes",86.6951548289402
2006,32,"married","4.master","industrial","yes",99.6894636984864
2008,49,"married","4.master","IT","yes",141.77517233318
2005,35,"married","1.primary","industrial","no",70.8150386167557
2007,34,"married","1.primary","IT","no",72.1504556815713
2003,23,"never married","1.primary","industrial","no",54.5981500331442
2008,60,"married","3.bachelor","IT","yes",127.115743812184
2006,54,"married","5.phd","IT","yes",73.7757432746946
2003,31,"married","3.bachelor","IT","no",139.703071527658
2006,47,"married","4.master","IT","no",160.642475408263
2003,48,"divorced","2.highschool","industrial","no",23.9529444789966
2005,48,"married","4.master","IT","yes",115.375038556391
2004,35,"married","2.highschool","IT","no",114.475713290347
2006,55,"married","5.phd","IT","yes",127.115743812184
2004,35,"married","5.phd","IT","yes",137.590142766506
2009,37,"married","4.master","IT","yes",176.989650489877
2003,27,"never married","2.highschool","IT","no",23.2747040516601
2007,64,"married","2.highschool","IT","yes",90.4819133566401
2003,52,"divorced","2.highschool","industrial","yes",73.7757432746946
2007,47,"separated","1.primary","IT","no",82.6796372966372
2003,26,"never married","2.highschool","industrial","no",56.9055391446732
2005,41,"married","1.primary","industrial","no",128.680488220624
2009,22,"never married","2.highschool","industrial","yes",75.0431540173516
2004,76,"married","3.bachelor","industrial","no",73.7757432746946
2006,46,"married","2.highschool","industrial","yes",108.065830309718
2006,39,"married","3.bachelor","industrial","yes",123.089699847943
2006,39,"married","5.phd","industrial","yes",277.79948020565
2004,23,"never married","3.bachelor","industrial","yes",73.7757432746946
2006,49,"married","3.bachelor","industrial","yes",123.908567597957
2009,44,"married","1.primary","industrial","no",87.9810327856054
2006,20,"never married","2.highschool","industrial","no",70.4760196469445
2005,43,"married","5.phd","IT","yes",277.601417511009
2006,42,"married","4.master","IT","yes",148.413159102577
2009,46,"married","4.master","IT","yes",114.475713290347
2009,33,"never married","4.master","IT","yes",99.6894636984864
2003,62,"married","5.phd","IT","yes",268.266292012557
2006,38,"married","3.bachelor","IT","yes",130.982177377461
2005,43,"married","4.master","industrial","no",109.833985642199
2005,46,"divorced","4.master","IT","yes",277.601417511009
2006,18,"never married","2.highschool","industrial","no",73.7757432746946
2009,63,"married","5.phd","IT","no",267.901086855275
2006,43,"never married","5.phd","industrial","yes",119.74085129618
2009,44,"married","4.master","IT","yes",141.77517233318
2008,53,"never married","3.bachelor","IT","yes",128.252661096619
2008,58,"never married","1.primary","IT","yes",90.4819133566401
2003,23,"never married","4.master","industrial","no",76.8936025176112
2004,50,"married","4.master","IT","yes",127.115743812184
2004,35,"never married","5.phd","IT","yes",118.884359339886
2006,38,"married","5.phd","IT","yes",200.543262324662
2004,36,"married","2.highschool","industrial","yes",87.9810327856054
2005,32,"married","5.phd","IT","yes",148.413159102577
2003,56,"married","5.phd","IT","yes",268.266292012557
2005,41,"married","3.bachelor","IT","no",87.9810327856054
2004,40,"never married","2.highschool","industrial","no",99.6894636984864
2004,26,"never married","4.master","industrial","no",82.6796372966372
2006,26,"married","2.highschool","IT","yes",130.982177377461
2008,47,"divorced","4.master","IT","yes",108.874525834712
2007,25,"never married","4.master","IT","no",54.5981500331442
2006,58,"married","3.bachelor","IT","no",309.5717712662
2008,57,"married","2.highschool","IT","no",82.6823993373301
2003,30,"never married","1.primary","IT","no",59.6286455536557
2007,44,"married","4.master","IT","yes",166.324941233877
2009,29,"married","2.highschool","industrial","no",79.8549003093467
2007,51,"married","4.master","industrial","no",118.884359339886
2006,37,"married","1.primary","industrial","no",92.8958447894966
2004,67,"married","5.phd","IT","yes",160.642475408263
2009,34,"married","1.primary","industrial","no",70.4760196469445
2003,50,"married","5.phd","IT","yes",120.589436530402
2005,38,"married","2.highschool","industrial","yes",160.642475408263
2008,55,"married","4.master","IT","yes",171.765132627508
2003,27,"never married","3.bachelor","industrial","yes",120.589436530402
2007,39,"married","3.bachelor","industrial","yes",134.705375118879
2007,54,"married","3.bachelor","industrial","yes",148.413159102577
2008,55,"divorced","5.phd","IT","yes",129.453644576626
2003,49,"married","3.bachelor","IT","no",134.705375118879
2003,42,"married","1.primary","industrial","no",56.9055391446732
2005,39,"married","4.master","industrial","no",87.9810327856054
2003,32,"never married","2.highschool","industrial","yes",68.1119940653271
2005,39,"married","3.bachelor","industrial","yes",128.680488220624
2003,50,"married","5.phd","IT","yes",134.705375118879
2004,47,"married","2.highschool","industrial","no",94.0727147457005
2003,40,"never married","3.bachelor","industrial","no",87.9810327856054
2006,51,"never married","3.bachelor","IT","yes",118.884359339886
2009,28,"married","3.bachelor","industrial","no",68.7480877337669
2007,53,"divorced","3.bachelor","industrial","yes",94.0727147457005
2005,54,"married","3.bachelor","IT","yes",118.884359339886
2009,51,"married","4.master","IT","yes",91.6992261117042
2008,33,"married","5.phd","industrial","no",134.705375118879
2008,55,"married","4.master","industrial","no",127.115743812184
2003,44,"married","5.phd","industrial","yes",100.764272842107
2009,30,"married","3.bachelor","industrial","yes",105.927810775063
2005,40,"married","5.phd","IT","yes",87.9810327856054
2007,26,"married","2.highschool","industrial","no",99.6894636984864
2006,49,"married","4.master","IT","yes",112.6488963421
2004,43,"married","5.phd","industrial","yes",163.515863976238
2004,43,"never married","3.bachelor","industrial","yes",82.6796372966372
2008,44,"married","2.highschool","industrial","yes",79.8549003093467
2006,32,"never married","4.master","industrial","no",49.5553381215227
2009,34,"married","5.phd","IT","yes",152.838800991182
2009,36,"married","4.master","IT","yes",148.413159102577
2006,51,"married","1.primary","industrial","yes",101.402052302992
2007,42,"married","3.bachelor","IT","no",95.6888119067371
2003,60,"married","5.phd","industrial","yes",118.884359339886
2004,36,"married","2.highschool","industrial","no",76.8936025176112
2006,47,"married","3.bachelor","industrial","yes",118.884359339886
2004,60,"married","3.bachelor","IT","yes",138.299126920883
2003,22,"never married","2.highschool","industrial","no",54.5981500331442
2005,41,"never married","2.highschool","industrial","no",65.1108537153447
2003,56,"divorced","4.master","industrial","no",109.833985642199
2003,44,"married","2.highschool","industrial","yes",73.7757432746946
2005,49,"married","4.master","industrial","yes",105.927810775063
2006,45,"married","4.master","IT","yes",116.265324062503
2003,25,"never married","3.bachelor","industrial","no",94.0727147457005
2007,52,"married","3.bachelor","industrial","yes",118.884359339886
2003,30,"married","5.phd","IT","yes",148.413159102577
2009,29,"married","2.highschool","industrial","no",104.921506533664
2007,23,"married","4.master","IT","yes",79.8549003093467
2007,48,"divorced","2.highschool","IT","yes",108.874525834712
2009,44,"married","2.highschool","IT","no",109.833985642199
2003,62,"married","4.master","industrial","yes",127.115743812184
2006,33,"married","5.phd","industrial","yes",151.591484239814
2008,51,"married","2.highschool","IT","yes",105.927810775063
2006,36,"married","5.phd","IT","no",200.543262324662
2005,23,"married","2.highschool","industrial","no",59.0970640815891
2003,51,"divorced","2.highschool","industrial","yes",68.7480877337669
2008,47,"married","4.master","industrial","yes",176.989650489877
2003,34,"never married","2.highschool","IT","yes",103.90247060316
2004,34,"married","2.highschool","IT","yes",82.6796372966372
2009,43,"married","5.phd","IT","yes",200.543262324662
2006,43,"separated","3.bachelor","IT","yes",101.82435207568
2009,40,"never married","4.master","industrial","yes",163.515863976238
2005,59,"married","2.highschool","IT","no",104.921506533664
2008,53,"married","2.highschool","industrial","no",109.833985642199
